structure,resolution_high,abangle_HL_outlier,abangle_HC1_outlier,abangle_HC2_outlier,abangle_LC1_outlier,abangle_LC2_outlier,abangle_dc_outlier,cdrh3_high,cdr_high,rare_species,exclude
8d29_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8d29_G0-I0,False,False,False,False,False,False,False,False,False,False,False
8d29_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1kb9_J0-K0,False,False,False,False,False,False,False,False,False,False,False
1kc5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1kcr_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1kcu_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1kcv_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1keg_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1kel_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1kem_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1ken_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1ken_T0-U0,False,False,False,False,False,False,False,False,False,False,False
1kip_B0-A0,False,False,False,False,False,False,False,False,False,False,False
1kiq_B0-A0,False,False,False,False,False,False,False,False,False,False,False
1z3g_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1z3g_I0-M0,False,False,False,False,False,False,False,False,False,False,False
1za6_B0-A0,False,False,False,False,False,False,False,False,False,False,False
1za6_D0-C0,False,False,False,False,False,False,False,False,False,False,False
1za6_F0-E0,False,False,False,False,False,False,False,False,False,False,False
1za6_H0-G0,False,False,False,False,False,False,False,False,False,False,False
1zan_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1ztx_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1zwi_A0-B0,False,False,False,False,False,False,False,False,False,False,False
25c8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a0l_D0-C0,True,False,False,False,False,False,False,False,False,False,True
2a0l_F0-E0,True,False,False,False,False,False,False,False,False,False,True
2a1w_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a1w_I0-M0,False,False,False,False,False,False,False,False,False,False,False
2a6d_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a6d_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2a6i_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2a6j_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a6j_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2a6k_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a6k_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2a77_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a9m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a9m_I0-M0,False,False,False,False,False,False,False,False,False,False,False
2a9n_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2a9n_I0-M0,False,False,False,False,False,False,False,False,False,False,False
2aab_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2adf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2adg_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2adi_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2adj_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2aep_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2h8p_A0-B0,False,False,False,False,False,False,False,False,False,False,False
3bqu_B0-A0,False,False,False,False,False,False,False,False,False,False,False
3bqu_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3or7_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4al8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4ala_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4am0_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4am0_C0-D0,False,False,False,False,False,False,False,False,False,False,False
4am0_E0-F0,False,False,False,False,False,False,False,False,False,False,False
4am0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7ssc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7u64_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7u64_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7u64_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7u64_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7u64_I0-J0,False,False,False,False,False,False,False,False,False,False,False
7u64_K0-L0,False,False,False,False,False,False,False,False,False,False,False
7u64_M0-N0,False,False,False,False,False,False,False,False,False,False,False
7u64_O0-P0,False,False,False,False,False,False,False,False,False,False,False
7u64_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
1i8m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1i8m_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4lmq_E0-I0,False,False,False,False,False,False,False,False,False,False,False
4lmq_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4ncc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4ncc_20-10,False,False,False,False,False,False,False,False,False,False,False
4odt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dk3_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5dk3_G0-F0,False,False,False,False,False,False,False,False,False,False,False
5dlm_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dlm_I0-M0,False,False,False,False,False,False,False,False,False,False,False
5dmg_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dmg_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5dmg_E0-F0,False,False,False,False,False,False,False,False,False,False,False
5dq9_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5dq9_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5dq9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dqd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dqj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dqj_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5dr5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5drw_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5drx_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5drx_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5drz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5drz_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5dsc_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5dsc_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5dsc_E0-F0,False,False,False,False,False,False,False,False,False,False,False
5dsc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dt1_H0-L0,False,False,False,False,False,False,False,True,False,False,True
5dtf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dtf_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5dub_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5dub_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dum_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dup_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dur_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5dur_B0-D0,False,False,False,False,False,False,False,False,False,False,False
5dwu_H0-L0,True,False,False,False,False,False,False,False,False,False,True
5dyo_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5dyo_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5e08_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5e2t_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5e2u_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5e2v_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5e2w_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5i4f_A0-A1,False,False,False,False,False,False,False,False,False,False,False
5o14_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5o14_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5o1r_I0-M0,False,False,False,False,False,False,False,False,False,False,False
5o1r_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5o4g_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5o4o_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5o6v_H0-L0,True,False,False,False,False,False,False,False,False,False,True
5o6v_I0-M0,True,False,False,False,False,False,False,False,False,False,True
5o7p_B0-A0,True,False,False,False,False,False,False,False,False,False,True
5ob5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5obf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5oca_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5occ_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6jbt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6x5b_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6x5b_I0-F0,True,False,False,False,False,False,False,False,False,False,True
6x5b_O0-M0,True,False,False,False,False,False,False,False,False,False,True
1nl0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6al4_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6al4_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6al4_F0-E0,False,False,False,False,False,False,False,False,False,False,False
6ss4_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
6ss5_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
6y49_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6y54_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6y54_M0-N0,False,False,False,False,False,False,False,False,False,False,False
6y54_O0-P0,False,False,False,False,False,False,False,False,False,False,False
6y6c_C0-C1,False,False,False,False,False,False,False,False,False,False,False
6y6c_D0-D1,False,False,False,False,False,False,False,False,False,False,False
6y90_C0-D0,True,False,False,False,False,False,False,False,False,False,True
6y90_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6y92_H0-L0,True,False,False,False,False,False,True,False,False,False,True
6y92_C0-D0,True,False,False,False,False,False,True,False,False,False,True
6y97_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6y9a_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6y9b_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6y9b_I0-M0,False,False,False,False,False,False,False,False,False,False,False
6y9b_J0-N0,False,False,False,False,False,False,False,False,False,False,False
6yax_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
6yax_III0-MMM0,False,False,False,False,False,False,False,False,False,False,False
6ye3_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6ye3_D0-E0,False,False,False,False,False,False,False,False,False,False,False
6ye3_G0-H0,False,False,False,False,False,False,False,False,False,False,False
6yio_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6yla_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6yla_B0-C0,False,False,False,False,False,False,False,False,False,False,False
6ym0_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6ymq_A0-A1,False,False,False,False,False,False,False,False,False,False,False
6ymq_B0-B1,False,False,False,False,False,False,False,False,False,False,False
6ymq_C0-C1,False,False,False,False,False,False,False,False,False,False,False
6ymq_D0-D1,False,False,False,False,False,False,False,False,False,False,False
6ymq_E0-E1,False,False,False,False,False,False,False,False,False,False,False
6ymq_F0-F1,False,False,False,False,False,False,False,False,False,False,False
6yor_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6yor_B0-C0,False,False,False,False,False,False,False,False,False,False,False
6ywc_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6ywc_D0-E0,False,False,False,False,False,False,False,False,False,False,False
6ywd_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6yx9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6yxd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6yxf_H0-H1,False,False,False,False,False,False,False,False,False,False,False
6yxl_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
6yxm_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
6yye_C0-C1,False,False,False,False,False,False,False,False,False,False,False
6yye_D0-D1,False,False,False,False,False,False,False,False,False,False,False
6yz7_BBB0-CCC0,False,False,False,False,False,False,False,False,False,False,False
6yz7_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
6z06_H0-L0,False,False,False,False,False,False,False,False,False,True,True
6z2l_C0-B0,False,False,False,False,False,False,False,False,False,False,False
6z2m_B0-C0,False,False,False,False,False,False,False,False,False,False,False
6z2m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6z3p_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6z3q_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6z7w_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6z7w_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6z7w_F0-E0,False,False,False,False,False,False,False,False,False,False,False
6z7w_H0-G0,False,False,False,False,False,False,False,False,False,False,False
7kn3_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kn3_M0-N0,False,False,False,False,False,False,False,False,False,False,False
7kn4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kn4_M0-N0,False,False,False,False,False,False,False,False,False,False,False
7mm0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2eh8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
2vxt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3bsz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3bsz_N0-M0,False,False,False,False,False,False,False,False,False,False,False
3d69_B0-A0,True,False,False,False,False,False,False,False,False,False,True
3d69_H0-L0,True,False,False,False,False,False,False,False,False,False,True
3dus_B0-A0,False,False,False,False,False,False,False,False,False,False,False
3dus_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3dvn_B0-A0,False,False,False,False,False,False,False,False,False,False,False
3dvn_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3qpx_H0-L0,False,False,False,False,False,False,False,False,False,True,True
3qq9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3qq9_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3qrg_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3qwo_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3qwo_A0-B0,False,False,False,False,False,False,False,False,False,False,False
3r06_B0-A0,False,False,False,False,False,False,False,False,False,True,True
3r06_D0-C0,False,False,False,False,False,False,False,False,False,True,True
3r06_F0-E0,False,False,False,False,False,False,False,False,False,True,True
3r06_H0-L0,False,False,False,False,False,False,False,False,False,True,True
3r08_H0-L0,True,False,False,False,False,False,False,False,False,True,True
3r1g_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3ra7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3ra7_I0-M0,False,False,False,False,False,False,False,False,False,False,False
3rhw_F0-N0,False,False,False,False,False,False,False,False,False,False,False
3rhw_I0-O0,False,False,False,False,False,False,False,False,False,False,False
3rhw_G0-K0,False,False,False,False,False,False,False,False,False,False,False
3rhw_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3rhw_J0-M0,False,False,False,False,False,False,False,False,False,False,False
3ri5_G0-K0,False,False,False,False,False,False,False,False,False,False,False
3ri5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3ri5_F0-N0,False,False,False,False,False,False,False,False,False,False,False
3ri5_I0-O0,False,False,False,False,False,False,False,False,False,False,False
3ri5_J0-M0,False,False,False,False,False,False,False,False,False,False,False
3ria_F0-N0,True,False,False,False,False,False,False,False,False,False,True
3ria_H0-L0,True,False,False,False,False,False,False,False,False,False,True
3ria_I0-O0,True,False,False,False,False,False,False,False,False,False,True
3ria_G0-K0,True,False,False,False,False,False,False,False,False,False,True
3ria_J0-M0,True,False,False,False,False,False,False,False,False,False,True
3rif_F0-N0,False,False,False,False,False,False,False,False,False,False,False
3rif_G0-K0,False,False,False,False,False,False,False,False,False,False,False
3rif_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3rif_I0-O0,False,False,False,False,False,False,False,False,False,False,False
3rif_J0-M0,False,False,False,False,False,False,False,False,False,False,False
3rpi_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3rpi_A0-B0,False,False,False,False,False,False,False,False,False,False,False
3ru8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3rvt_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3s35_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3s36_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3s37_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3s88_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3s96_A0-B0,False,False,False,False,False,False,False,False,False,False,False
3s96_C0-D0,False,False,False,False,False,False,False,False,False,False,False
3sdy_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3se8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3se9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3sgd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3sgd_J0-I0,False,False,False,False,False,False,False,False,False,False,False
3sge_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3sge_J0-I0,False,False,False,False,False,False,False,False,False,False,False
3skj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3skj_I0-M0,False,False,False,False,False,False,False,False,False,False,False
3so3_C0-B0,False,False,False,False,False,False,False,False,False,False,False
3sob_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3sqo_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3sy0_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4lex_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5xf1_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5xf1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dgv_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dtr_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8dtr_E0-F0,False,False,False,False,False,False,False,False,False,False,False
4fp8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4fp8_I0-M0,False,False,False,False,False,False,False,False,False,False,False
4fp8_J0-N0,False,False,False,False,False,False,False,False,False,False,False
4fp8_K0-O0,False,False,False,False,False,False,False,False,False,False,False
4fqc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4m1c_C0-D0,False,False,False,False,False,False,False,False,False,False,False
4m1c_E0-F0,False,False,False,False,False,False,False,False,False,False,False
4m48_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4m5y_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4m5y_I0-M0,False,False,False,False,False,False,False,False,False,False,False
5hpm_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5hpm_D0-C0,False,False,False,False,False,False,False,False,False,False,False
5hys_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5hys_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5hys_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5hys_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7x1u_D0-D1,False,False,False,False,False,False,False,False,False,False,False
7x25_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7x25_A0-C0,False,False,False,False,False,False,False,False,False,False,False
7x25_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7x26_H0-K0,True,False,False,False,False,False,False,False,False,False,True
7x28_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7x28_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7x29_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7x29_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7x2a_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7x2g_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x2h_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7x2h_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7x2i_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x2k_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x2o_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x2t_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x2v_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7x2w_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x37_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x38_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x3c_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x3c_F0-E0,False,False,False,False,False,False,False,False,False,False,False
7x3d_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x3e_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x3f_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x3y_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x40_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x42_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x46_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x47_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x49_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x4k_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x4m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7x5h_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7x6a_H0-L0,False,False,False,False,True,False,False,False,False,False,True
7x6a_G0-J0,False,False,False,False,True,False,False,False,False,False,True
7x6a_I0-K0,False,False,False,False,False,False,False,False,False,False,False
7x6l_G0-J0,True,False,False,False,False,False,False,False,False,False,True
7x6l_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7x6l_I0-K0,True,False,False,False,False,False,False,False,False,False,True
7x6o_I0-K0,False,False,False,False,False,False,False,False,False,False,False
7x6o_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7x6o_J0-L0,False,False,False,False,False,False,False,False,False,False,False
7zfd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7zfd_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6bah_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7ean_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7xjf_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8a95_R0-O0,False,False,False,False,False,False,False,False,False,False,False
8a95_S0-P0,False,False,False,False,False,False,False,False,False,False,False
8a95_T0-Q0,False,False,False,False,False,False,False,False,False,False,False
8a96_K0-J0,False,False,False,False,False,False,False,False,False,False,False
8a99_R0-O0,False,False,False,False,False,False,False,False,False,False,False
8a99_S0-P0,False,False,False,False,False,False,False,False,False,False,False
8a99_T0-Q0,False,False,False,False,False,False,False,False,False,False,False
8adz_U0-V0,True,False,False,False,False,False,False,False,False,False,True
8adz_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8ae0_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8ae0_Q0-S0,True,False,False,False,False,False,False,False,False,False,True
8ae2_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8ae2_Q0-S0,True,False,False,False,False,False,False,False,False,False,True
8ae3_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8ae3_Q0-S0,True,False,False,False,False,False,False,False,False,False,True
8aon_B0-C0,False,False,False,False,False,False,False,False,False,False,False
8as0_B0-C0,False,False,False,False,False,False,False,False,False,False,False
8as0_H0-G0,False,False,False,False,False,False,False,False,False,False,False
8as0_E0-D0,False,False,False,False,False,False,False,False,False,False,False
8as0_K0-J0,False,False,False,False,False,False,False,False,False,False,False
8as0_N0-M0,False,False,False,False,False,False,False,False,False,False,False
8as0_Q0-P0,False,False,False,False,False,False,False,False,False,False,False
8as0_W0-V0,False,False,False,False,False,False,False,False,False,False,False
8as0_T0-S0,False,False,False,False,False,False,False,False,False,False,False
8as2_H0-L0,False,False,False,False,False,False,False,False,False,True,True
8as3_H0-L0,False,False,False,False,False,False,False,False,False,True,True
8ath_E0-F0,False,False,False,False,False,False,False,False,False,False,False
8ath_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8av9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8awl_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8axh_H0-H1,False,False,False,False,False,False,False,False,False,False,False
8bbh_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8bbn_M0-N0,True,False,False,False,False,False,False,False,False,False,True
8bbn_J0-K0,True,False,False,False,False,False,False,False,False,False,True
8bbn_E0-F0,True,False,False,False,False,False,False,False,False,False,True
8bbn_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8bbn_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8bbn_A0-B0,True,False,False,False,False,False,False,False,False,False,True
8be1_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8be1_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8bh5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8bjz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8bjz_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8blq_A0-B1,True,False,False,False,False,False,False,False,False,False,True
8blq_A1-B0,True,False,False,False,False,False,False,False,False,False,True
8blq_E0-C0,True,False,False,False,False,False,False,False,False,False,True
8bs8_H0-L0,False,False,False,False,False,False,False,True,False,False,True
8bse_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8bsf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8bso_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8bso_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8byu_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3bz4_B0-A0,False,False,False,False,False,False,False,False,False,False,False
3bz4_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3bz4_F0-E0,False,False,False,False,False,False,False,False,False,False,False
3bz4_H0-G0,False,False,False,False,False,False,False,False,False,False,False
3qo1_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7w6p_H0-H1,False,False,False,False,False,False,False,False,False,False,False
7y26_D0-D1,False,False,False,False,False,False,False,False,False,False,False
8e9w_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8e9x_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8e9y_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8e9z_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8eay_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8ebp_I0-M0,False,False,False,False,False,False,False,False,False,False,False
8ebp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8ecq_H0-L0,False,False,False,False,False,False,False,True,False,True,True
8ecv_B0-A0,False,False,False,False,False,False,False,True,False,True,True
8ecv_H0-L0,False,False,False,False,False,False,False,True,False,True,True
8ed1_H0-L0,False,False,False,False,False,False,False,True,False,True,True
8edf_H0-L0,False,False,False,False,False,False,False,True,False,True,True
8ee5_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8ee8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8ee8_D0-C0,False,False,False,False,False,False,False,False,False,False,False
8eed_E0-F0,False,False,False,False,False,False,False,False,False,False,False
8eed_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8eed_M0-N0,False,False,False,False,False,False,False,False,False,False,False
8eed_I0-J0,False,False,False,False,False,False,False,False,False,False,False
8eee_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8eee_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8eev_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8eev_S0-T0,True,False,False,False,False,False,False,False,False,False,True
8eev_U0-V0,True,False,False,False,False,False,False,False,False,False,True
8ek1_A0-B0,True,False,False,False,False,False,True,False,False,False,True
8ek1_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8ek1_H0-L0,True,False,False,False,False,False,True,False,False,False,True
8eq6_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8euv_G0-H0,False,False,False,False,False,False,False,False,False,False,False
8euv_I0-J0,False,False,False,False,False,False,False,False,False,False,False
8euv_K0-L0,False,False,False,False,False,False,False,False,False,False,False
