structure,in_legacy,split,legacy_test_split
5y9f_P0-O0,True,train,False
5y9f_R0-Q0,True,train,False
5y9f_T0-S0,True,train,False
5y9f_d0-c0,True,train,False
5y9f_X0-W0,True,train,False
5y9f_Z0-Y0,True,train,False
5yax_B0-B1,True,train,False
5yax_A0-A1,True,train,False
5ye4_C0-D0,True,train,False
5ye4_A0-B0,True,train,False
7x66_H0-L0,False,train,False
7x63_H0-L0,False,train,False
8doz_C0-D0,False,train,False
8doz_A0-B0,False,train,False
3tje_H0-L0,True,test,False
4tqe_H0-L0,True,train,False
4tpr_H0-L0,True,train,False
4trp_H0-L0,True,train,False
4tuj_A0-B0,True,train,False
4tuj_C0-D0,True,train,False
4tuk_H0-L0,True,train,False
4tul_H0-L0,True,train,False
4tuo_A0-B0,True,train,False
4tuo_C0-D0,True,train,False
4tsb_H0-L0,True,train,False
4tsc_H0-L0,True,train,False
4tsa_H0-L0,True,train,False
4ttd_H0-L0,True,train,False
4ttd_C0-D0,True,train,False
4u1g_B0-C0,True,train,False
4u1g_E0-F0,True,train,False
4u6h_C0-D0,True,train,False
4u6h_A0-B0,True,train,False
4u6v_K0-M0,True,train,False
4u6v_H0-L0,True,train,False
4uao_C0-B0,True,train,False
4uil_H0-L0,True,train,False
4uik_H0-L0,True,train,False
4uim_A0-B0,True,train,False
4uim_C0-D0,True,train,False
4uim_E0-F0,True,train,False
4uim_H0-L0,True,train,False
4uin_H0-L0,True,train,False
4ut6_I0-M0,True,train,False
4ut6_H0-L0,True,train,False
4uu9_A0-B0,True,unassigned,False
4uu9_H0-L0,True,valid,False
4uv4_H0-L0,True,train,False
4uv7_H0-L0,True,train,False
6wos_H0-L0,True,train,False
6bkc_H0-L0,True,train,False
7jie_C0-D0,True,train,False
7jie_E0-F0,True,train,False
7jkm_H0-L0,True,test,False
7jks_H0-L0,True,train,False
7jkt_H0-L0,True,train,False
7jln_A0-B0,True,train,False
7jmo_H0-L0,True,train,False
7jmp_H0-L0,True,train,False
7joo_H0-L0,True,train,False
7jr7_C0-D0,True,train,False
7bz5_H0-L0,True,train,False
7ukm_X0-Y0,False,train,False
7ukm_H0-L0,False,train,False
7ukm_M0-N0,False,train,False
8gye_E0-F0,False,train,False
8gye_B0-C0,False,train,False
7ahu_B0-A0,True,train,False
7ahu_H0-L0,True,train,False
7ahv_A0-B0,True,train,False
7aj6_H0-L0,False,valid,False
7amq_H0-L0,False,train,False
7amp_H0-L0,False,train,False
7ams_H0-L0,False,train,False
7amr_H0-L0,False,train,False
7aql_B0-B1,False,train,False
7aql_A0-A1,False,train,False
7aql_C0-C1,False,train,False
7aql_D0-D1,False,train,False
7arn_H0-L0,False,valid,False
7aue_S0-S1,True,train,False
7p00_H0-H1,False,train,False
7p02_H0-H1,False,train,False
7xk2_S0-S1,False,train,False
8hpt_H0-H1,False,train,False
6qnk_B0-A0,True,train,False
6qnk_D0-C0,True,train,False
7vug_S0-S1,False,train,False
7vuy_S0-S1,False,train,False
7vuz_S0-S1,False,train,False
7vv3_S0-S1,False,train,False
7vv5_S0-S1,False,train,False
7w0p_S0-S1,False,train,False
7w2z_S0-S1,False,train,False
7w3z_H0-H1,False,train,False
7w40_H0-H1,False,train,False
7w53_E0-E1,False,train,False
7w55_E0-E1,False,train,False
7w56_E0-E1,False,train,False
7w57_E0-E1,False,train,False
7w7e_H0-H1,False,train,False
7yfc_C0-C1,False,train,False
8g05_E0-E1,False,train,False
8fx5_H0-H1,False,train,False
8jz7_S0-S1,False,train,False
8k4n_E0-E1,False,train,False
8sai_S0-S1,False,train,False
8tb0_F0-F1,False,train,False
7o7f_H0-F0,True,train,False
8f7w_E0-E1,False,train,False
8j6d_H0-H1,False,train,False
7yj4_S0-S1,False,train,False
7yk6_S0-S1,False,train,False
7yk7_S0-S1,False,train,False
8feg_F0-F1,False,train,False
8hnk_S0-S1,False,train,False
8hnl_S0-S1,False,train,False
8hnm_S0-S1,False,train,False
8j6p_S0-S1,False,train,False
8j6q_S0-S1,False,train,False
8j6r_S0-S1,False,train,False
8jlq_S0-S1,False,train,False
8jlr_S0-S1,False,train,False
8w8b_E0-E1,False,train,False
7f4f_S0-S1,False,train,False
7f4h_S0-S1,False,train,False
7f8w_D0-D1,False,train,False
7f9z_E0-E1,True,train,False
7yfd_C0-C1,False,train,False
7x1u_D0-D1,False,train,False
7x2v_E0-E1,False,train,False
7x5h_E0-E1,False,train,False
7w6p_H0-H1,False,train,False
7y26_D0-D1,False,train,False
8e9w_E0-E1,False,train,False
8e9x_E0-E1,False,train,False
8e9y_E0-E1,False,train,False
8e9z_E0-E1,False,train,False
8hs3_S0-S1,False,train,False
8ibv_E0-E1,False,train,False
8ium_E0-E1,False,train,False
8jso_S0-S1,False,train,False
7s8p_E0-E1,False,train,False
7t10_S0-S1,False,train,False
7t11_S0-S1,False,train,False
7trk_H0-H1,False,train,False
7x9y_S0-S1,False,train,False
7xa3_E0-E1,False,train,False
7xat_E0-E1,False,train,False
7xau_E0-E1,False,train,False
7xav_E0-E1,False,train,False
7xbd_E0-E1,False,train,False
7t94_E0-E1,False,train,False
7t96_E0-E1,False,train,False
8efb_E0-E1,False,train,False
8f7r_E0-E1,False,train,False
8id8_S0-S1,False,train,False
8jii_S0-S1,False,train,False
8jln_S0-S1,False,train,False
6xbm_S0-S1,True,train,False
7t8x_E0-E1,False,train,False
7t90_E0-E1,False,train,False
7t6u_E0-E1,False,train,False
8jzz_H0-H1,False,train,False
8ef6_E0-E1,False,train,False
8efo_E0-E1,False,train,False
8eit_E0-E1,False,train,False
8ejk_E0-E1,False,train,False
7um5_E0-E1,False,train,False
7um6_E0-E1,False,train,False
7um7_E0-E1,False,train,False
6oij_H0-H1,True,train,False
6omm_E0-E1,True,train,False
7dfl_C0-C1,True,train,False
8hqe_H0-H1,False,train,False
7e9g_D0-D1,True,train,False
7eb2_N0-N1,True,train,False
7ej0_H0-H1,False,train,False
7ej8_H0-H1,False,train,False
7ejk_H0-H1,False,train,False
7ejx_S0-S1,False,train,False
7eo2_E0-E1,False,train,False
7eo4_E0-E1,False,train,False
7eq1_S0-S1,False,train,False
7ys6_E0-E1,False,train,False
7yu3_S0-S1,False,train,False
7yu5_S0-S1,False,train,False
7yu6_S0-S1,False,train,False
8hvi_H0-H1,False,train,False
8iy5_E0-E1,False,train,False
8ihj_S0-S1,False,train,False
8irs_E0-E1,False,train,False
8iru_E0-E1,False,train,False
8iw1_S0-S1,False,train,False
8iw4_S0-S1,False,train,False
8iys_E0-E1,False,train,False
8j18_S0-S1,False,train,False
8j1a_S0-S1,False,train,False
8jd6_D0-D1,False,train,False
8jim_S0-S1,False,train,False
7xwo_E0-E1,False,train,False
7t6v_E0-E1,False,train,False
7xjj_S0-S1,False,train,False
7xjk_E0-E1,False,train,False
7xms_S0-S1,False,train,False
7xmt_S0-S1,False,train,False
7xow_E0-E1,False,train,False
7xox_E0-E1,False,train,False
8i95_H0-H1,False,train,False
8i97_H0-H1,False,train,False
8i9l_H0-H1,False,train,False
8i9s_H0-H1,False,train,False
8iuk_E0-E1,False,train,False
8g59_S0-S1,False,train,False
8g94_E0-E1,False,train,False
8ghv_S0-S1,False,train,False
7s8l_E0-E1,False,train,False
7s8m_E0-E1,False,train,False
7s8n_E0-E1,False,train,False
7s8o_E0-E1,False,train,False
7sbf_E0-E1,False,train,False
7scg_E0-E1,False,train,False
8ia2_H0-H1,False,train,False
6xbk_S0-S1,True,train,False
6pt0_E0-E1,True,train,False
8gut_S0-S1,False,train,False
8id9_S0-S1,False,train,False
8wrb_E0-E1,False,train,False
7wq3_S0-S1,False,train,False
8efl_E0-E1,False,train,False
8fn1_E0-E1,False,train,False
8guq_S0-S1,False,train,False
8h0p_E0-E1,False,train,False
8hcq_E0-E1,False,train,False
8id6_S0-S1,False,train,False
8iw9_S0-S1,False,train,False
8jil_S0-S1,False,train,False
7wf7_E0-E1,False,train,False
7wig_S0-S1,False,train,False
7wkd_E0-E1,False,train,False
8sg1_E0-E1,False,train,False
7qvm_S0-S1,False,train,False
7ra3_E0-E1,False,train,False
7ran_E0-E1,False,train,False
7rbt_E0-E1,False,train,False
7tuz_E0-E1,False,train,False
6dde_E0-E1,True,train,False
7vl9_S0-S1,False,train,False
7vla_S0-S1,False,train,False
8thl_F0-F1,False,train,False
7v68_S0-S1,False,train,False
7v69_S0-S1,False,train,False
7vdh_S0-S1,False,train,False
7vdl_S0-S1,False,train,False
7vdm_S0-S1,False,train,False
7vfx_S0-S1,False,train,False
7vgx_S0-S1,False,train,False
7vgy_E0-E1,False,train,False
7vgz_F0-F1,False,train,False
7vh0_E0-E1,False,train,False
7vie_E0-E1,False,train,False
7vif_E0-E1,False,train,False
7vig_E0-E1,False,train,False
7vih_E0-E1,False,train,False
7vkt_E0-E1,False,train,False
7vl8_S0-S1,False,train,False
7kh0_S0-S1,True,train,False
7sqo_E0-E1,False,train,False
7sr8_E0-E1,False,train,False
7srr_E0-E1,False,train,False
7dw9_S0-S1,True,train,False
7e32_E0-E1,True,train,False
7e33_E0-E1,True,train,False
8hk2_H0-H1,False,train,False
7cmu_E0-E1,True,train,False
7cmv_E0-E1,True,train,False
8gus_S0-S1,False,train,False
8h0q_E0-E1,False,train,False
8hcx_E0-E1,False,train,False
8hj5_C0-C1,False,train,False
8ic0_E0-E1,False,train,False
8id4_S0-S1,False,train,False
8ihb_S0-S1,False,train,False
8ihh_S0-S1,False,train,False
8ihi_S0-S1,False,train,False
7evy_E0-E1,False,train,False
7rg9_E0-E1,False,train,False
7rgp_E0-E1,False,train,False
7rkm_D0-D1,False,train,False
7rkx_D0-D1,False,train,False
7y24_S0-S1,False,train,False
8dwc_E0-E1,False,train,False
8dwg_E0-E1,False,train,False
8dzp_E0-E1,False,train,False
8dzr_E0-E1,False,train,False
8dzs_E0-E1,False,train,False
8h8j_H0-H1,False,train,False
8hqm_H0-H1,False,train,False
7d77_S0-S1,True,train,False
7db6_E0-E1,True,train,False
7yon_S0-S1,False,train,False
7yoo_S0-S1,False,train,False
7ryc_E0-E1,False,train,False
8dzq_E0-E1,False,train,False
8hqn_H0-H1,False,train,False
7y1f_E0-E1,False,train,False
8dpf_E0-E1,False,train,False
8dph_E0-E1,False,train,False
8dpi_E0-E1,False,train,False
8ejc_E0-E1,False,train,False
8f7x_E0-E1,False,train,False
8gur_S0-S1,False,train,False
8h2g_E0-E1,False,train,False
8hbd_H0-H1,False,train,False
8id3_S0-S1,False,train,False
8j19_S0-S1,False,train,False
8jlj_S0-S1,False,train,False
8jlk_S0-S1,False,train,False
7na7_N0-N1,False,train,False
7na8_N0-N1,False,train,False
8hk3_H0-H1,False,train,False
7xta_E0-E1,False,train,False
7xw9_S0-S1,False,train,False
7xxh_H0-H1,False,train,False
7y12_S0-S1,False,train,False
7y15_S0-S1,False,train,False
7y64_S0-S1,False,train,False
7y65_S0-S1,False,train,False
7y66_S0-S1,False,train,False
7y67_S0-S1,False,train,False
6lfm_S0-S1,True,train,False
6lfo_S0-S1,True,train,False
6wha_E0-E1,True,train,False
6wwz_S0-S1,True,train,False
7l1v_H0-H1,True,train,False
6os9_D0-D1,True,train,False
6xox_E0-E1,True,train,False
7trp_H0-H1,False,train,False
7trq_H0-H1,False,train,False
7trs_H0-H1,False,train,False
7ts0_H0-H1,False,train,False
7xjl_E0-E1,False,train,False
7wic_S0-S1,False,train,False
7y27_D0-D1,False,train,False
8ef5_E0-E1,False,train,False
8f7q_E0-E1,False,train,False
8ia7_E0-E1,False,train,False
8ihf_S0-S1,False,train,False
8itf_S0-S1,False,train,False
8iul_E0-E1,False,train,False
8jhy_S0-S1,False,train,False
8thk_F0-F1,False,train,False
8wpu_E0-E1,False,train,False
7y89_S0-S1,False,train,False
7yac_S0-S1,False,train,False
7ydh_E0-E1,False,train,False
7ydj_E0-E1,False,train,False
6crk_H0-H1,True,train,False
6n4b_S0-S1,True,train,False
7t2h_E0-E1,False,train,False
7t6b_E0-E1,False,train,False
7t6s_E0-E1,False,train,False
7l1u_H0-H1,True,train,False
8irt_E0-E1,False,train,False
7jhj_D0-D1,True,train,False
7jvr_E0-E1,True,train,False
7b3o_H0-L0,False,train,False
7bbg_H0-L0,False,train,False
7beh_H0-L0,True,train,False
7kn7_H0-L0,False,train,False
7kn6_H0-L0,False,train,False
8gf2_C0-D0,False,train,False
8gf2_E0-F0,False,train,False
6xc4_H0-L0,True,train,False
6xc4_X0-Y0,True,train,False
6xc7_C0-D0,True,train,False
7kpb_H0-L0,True,train,False
7kpg_H0-L0,False,test,False
1fgn_H0-L0,True,train,False
1ahw_B0-A0,True,train,False
1ahw_E0-D0,True,train,False
1fh5_H0-L0,False,train,False
1fig_H0-L0,True,train,False
1rur_H0-L0,True,train,False
1a3l_H0-L0,True,train,False
1ruq_H0-L0,True,train,False
1rz7_H0-L0,True,train,False
4dvr_H0-L0,True,train,False
3jwd_H0-L0,True,train,False
3jwd_P0-O0,True,train,False
1rz8_B0-A0,False,train,False
1rz8_D0-C0,False,train,False
2nxy_D0-C0,False,train,False
2nxz_D0-C0,False,train,False
2ny0_D0-C0,False,train,False
2ny1_D0-C0,False,train,False
2ny2_D0-C0,False,train,False
2ny3_D0-C0,False,train,False
2ny4_D0-C0,False,train,False
2ny5_H0-L0,False,train,False
2ny6_D0-C0,False,train,False
1rzj_H0-L0,False,train,False
1rzk_H0-L0,False,train,False
2i5y_H0-L0,False,train,False
2i5y_R0-Q0,False,train,False
2i60_H0-L0,True,train,False
2i60_R0-Q0,True,train,False
4jm2_D0-C0,True,train,False
1g9m_H0-L0,True,train,False
1g9n_H0-L0,True,train,False
1gc1_H0-L0,True,train,False
1yyl_H0-L0,False,train,False
1yyl_R0-Q0,False,train,False
6opo_H0-L0,True,train,False
6opo_O0-K0,True,train,False
6opo_I0-E0,True,train,False
1ub5_H0-L0,True,train,False
1ub5_A0-B0,True,train,False
3cfc_H0-L0,True,train,False
1ub6_H0-L0,True,train,False
1ub6_A0-B0,True,train,False
1fl3_H0-L0,True,train,False
1fl3_A0-B0,True,train,False
3cfb_H0-L0,True,train,False
3cfb_B0-A0,True,train,False
7cm4_H0-L0,True,train,False
7cqc_H0-L0,False,train,False
6icc_H0-L0,False,train,False
6al0_H0-L0,False,train,False
4yny_A0-B0,False,train,False
4yny_C0-D0,False,train,False
7cqd_H0-L0,False,train,False
7cqd_I0-M0,False,train,False
6al1_H0-L0,False,train,False
4yo0_A0-B0,False,train,False
4yo0_C0-D0,False,train,False
7oo2_C0-D0,False,train,False
7oo2_A0-B0,False,train,False
7or9_A0-B0,True,unassigned,False
7nx6_A0-B0,False,valid,False
7nx7_A0-B0,True,unassigned,False
7nx8_A0-B0,False,unassigned,False
7nx9_A0-B0,True,unassigned,False
7nxa_A0-B0,False,unassigned,False
7nxb_A0-B0,True,unassigned,False
7q9g_H0-L0,False,unassigned,False
7q9g_E0-F0,False,unassigned,False
7or9_H0-L0,True,train,False
7ora_A0-B0,True,train,False
7ora_D0-E0,True,train,False
7pry_A0-B0,False,train,False
7pry_F0-G0,False,train,False
8bcz_C0-D0,False,train,False
7bel_A0-B0,True,train,False
7bel_C0-D0,True,train,False
7ora_F0-G0,True,train,False
7ora_H0-L0,True,train,False
7orb_H0-L0,True,train,False
7orb_C0-D0,True,train,False
7ben_H0-L0,True,train,False
7ben_D0-F0,True,train,False
7beo_H0-L0,True,train,False
7beo_C0-D0,True,train,False
7nd9_H0-L0,True,train,False
7nda_H0-L0,True,train,False
7orb_A0-B0,True,train,False
7orb_E0-F0,True,train,False
7ben_A0-B0,True,train,False
7ben_G0-I0,True,train,False
7beo_A0-B0,True,train,False
7beo_E0-F0,True,train,False
7ox1_E0-F0,False,train,False
7ox1_H0-L0,False,train,False
7ox1_A0-B0,False,train,False
7ox1_C0-D0,False,train,False
7ox4_A0-B0,False,train,False
7oxn_H0-K0,False,unassigned,False
7ow1_H0-K0,False,valid,False
8dok_C0-D0,False,train,False
8dok_G0-H0,False,train,False
8dok_K0-L0,False,train,False
8g6u_C0-D0,False,train,False
8g6u_G0-H0,False,train,False
8g6u_K0-L0,False,train,False
8ttw_C0-D0,False,train,False
8ttw_K0-L0,False,train,False
8ttw_G0-H0,False,train,False
4p9h_H0-L0,True,train,False
4p9m_H0-L0,True,train,False
8czz_C0-D0,False,train,False
8czz_G0-H0,False,train,False
8czz_K0-L0,False,train,False
8gpj_A0-C0,False,train,False
8gpj_D0-E0,False,train,False
8gpj_H0-L0,False,train,False
8gpi_A0-C0,False,train,False
8gpi_D0-E0,False,train,False
8gpi_H0-L0,False,train,False
8ttw_M0-N0,False,train,False
8ttw_O0-P0,False,train,False
8ttw_Q0-R0,False,train,False
4fq2_H0-L0,True,train,False
5t3z_H0-L0,True,train,False
7ucg_H0-L0,False,train,False
7ucg_J0-K0,False,train,False
7ucg_Q0-R0,False,train,False
7ugq_M0-P0,False,train,False
7ugq_N0-Q0,False,train,False
7ugq_O0-R0,False,train,False
6okp_K0-L0,True,train,False
6udj_A0-R0,True,train,False
6udj_K0-L0,True,train,False
6udj_Q0-B0,True,train,False
5kvf_H0-L0,True,train,False
5kvg_H0-L0,True,train,False
5kvl_H0-L0,False,train,False
5kw9_H0-L0,True,train,False
5kzp_H0-L0,True,test,False
5kzp_E0-I0,True,unassigned,False
5kzp_F0-J0,True,unassigned,False
5kzp_G0-K0,True,unassigned,False
4dgv_H0-L0,True,unassigned,False
4dgy_H0-L0,False,unassigned,False
5l0q_F0-E0,True,train,False
5l0q_C0-B0,True,train,False
5l7x_H0-L0,True,train,False
5l88_H0-L0,True,train,False
5l9d_H0-L0,True,train,False
5lgh_H0-L0,True,train,False
5lcv_H0-L0,True,train,False
8cxi_H0-L0,False,train,False
8cxi_h0-l0,False,train,False
4ut7_H0-L0,True,train,False
5ldn_H0-L0,True,train,False
5ogi_B1-B0,True,train,False
5ljy_H0-L1,False,train,False
5lqb_H0-L0,False,train,False
5lsp_H0-L0,True,train,False
5lsp_S0-T0,True,train,False
5lwy_H0-L0,True,train,False
5lx9_H0-H1,True,train,False
5lxa_H0-H1,True,train,False
5lxg_H0-L0,True,train,False
6yx9_H0-L0,True,train,False
6yxd_H0-L0,True,train,False
6yxf_H0-H1,True,train,False
6yxg_H0-H1,True,train,False
6krz_D0-E0,True,train,False
6krz_F0-G0,True,train,False
6krz_H0-I0,True,train,False
6ks0_H0-L0,True,train,False
6ks1_H0-L0,True,train,False
5m63_M0-N0,True,train,False
5m63_H0-L0,True,train,False
5n2k_B0-A0,True,train,False
5n2k_D0-C0,True,train,False
5n2k_F0-E0,True,train,False
5n2k_J0-I0,True,train,False
5n2k_L0-K0,True,train,False
5n2k_N0-M0,True,train,False
5n2k_P0-O0,True,train,False
5n2k_H0-G0,True,train,False
8t7a_D0-E0,False,train,False
8t7a_F0-G0,False,train,False
8t7a_H0-I0,False,train,False
8tb7_H1-L0,False,train,False
6cbv_H0-L0,True,train,False
7tuy_H0-L0,False,train,False
8tfn_H0-L0,False,train,False
8ty1_C0-B0,False,train,False
1i8k_B0-A0,True,train,False
1i8i_B0-A0,True,train,False
3t2n_I0-M0,True,train,False
3t2n_H0-L0,True,train,False
3tcl_H0-L0,True,train,False
3tcl_A0-B0,True,train,False
3tnm_H0-L0,True,train,False
3tnm_A0-B0,True,train,False
4ybl_H0-L0,True,train,False
4ybl_B0-C0,True,train,False
4yc2_H0-L0,True,train,False
4yc2_B0-C0,True,train,False
3tnn_H0-L0,True,train,False
3tnn_A0-B0,True,train,False
3tnn_C0-D0,True,train,False
3tnn_E0-F0,True,train,False
4h8w_H0-L0,True,train,False
5w4l_H0-L0,True,train,False
5w4l_F0-I0,True,train,False
3tv3_H0-L0,True,train,False
3tyg_H0-L0,True,train,False
6b3d_H0-L0,True,train,False
3twc_H0-L0,True,train,False
3u0t_B0-A0,True,train,False
3u0t_D0-C0,True,train,False
3u30_F0-E0,True,train,False
3u30_C0-B0,True,train,False
3u46_H0-L0,True,train,False
3u46_A0-B0,True,train,False
3u4b_H0-L0,True,train,False
3u6r_A0-B0,True,train,False
3u6r_H0-L0,True,train,False
3u7w_H0-L0,True,train,False
3u7y_H0-L0,True,train,False
4jkp_H0-L0,True,train,False
3u9p_K0-M0,True,train,False
3u9p_H0-L0,True,train,False
3u9u_C0-D0,True,train,False
3u9u_A0-B0,True,train,False
3ubx_G0-I0,True,train,False
3ubx_H0-L0,True,train,False
3uji_H0-L0,True,train,False
3ujj_H0-L0,True,valid,False
3ujt_I0-M0,True,train,False
3ujt_H0-L0,True,train,False
3uls_H0-L0,True,train,False
3uls_B0-A0,True,train,False
5gs0_D0-C0,True,train,False
5gs0_F0-E0,True,train,False
4lf3_B0-A0,True,train,False
4lf3_E0-D0,True,train,False
5xf1_C0-D0,True,train,False
5xf1_H0-L0,True,train,False
4ers_H0-L0,True,train,False
5xez_C0-D0,True,train,False
5xez_H0-L0,True,train,False
4onf_H0-L0,True,train,False
4ong_H0-L0,True,train,False
4ojf_H0-L0,True,train,False
4hix_H0-L0,True,train,False
4oqt_H0-L0,True,train,False
4osu_H0-L0,True,train,False
4ot1_H0-L0,True,train,False
7kdd_D0-E0,True,train,False
7kdd_F0-G0,True,train,False
7kdd_H0-I0,True,train,False
6df2_B0-A0,True,train,False
6df2_H0-L0,True,train,False
8oxx_B0-C0,False,train,False
8oxy_B0-C0,False,train,False
8oxw_B0-C0,False,train,False
8oxv_B0-C0,False,train,False
1it9_H0-L0,True,train,False
1iqw_H0-L0,True,train,False
1j05_H0-L0,True,train,False
1j05_B0-A0,True,train,False
1moe_B1-A0,False,train,False
1moe_A1-B0,False,train,False
1j5o_H0-L0,True,train,False
1t03_H0-L0,True,train,False
2hmi_D0-C0,True,train,False
6vug_D0-C0,False,train,False
6vun_A0-B1,False,train,False
6vun_B0-A1,False,train,False
1hys_D0-C0,True,train,False
1n6q_H0-L0,True,train,False
6vrp_A0-B1,False,train,False
6vrp_B0-A1,False,train,False
1r0a_H0-L0,True,train,False
1n5y_H0-L0,True,train,False
3klh_D0-C0,True,train,False
6vuo_A0-B1,False,train,False
6vuo_B0-A1,False,train,False
1bj1_H0-L0,True,train,False
1bj1_K0-J0,True,train,False
7v5n_B0-A0,False,train,False
7v5n_F0-E0,False,train,False
1bm3_H0-L0,True,train,False
1bz7_B0-A0,True,train,False
1r24_B0-A0,True,train,False
1r24_D0-C0,True,train,False
1c12_B0-A0,True,train,False
1c5c_H0-L0,True,train,False
1c5b_H0-L0,True,train,False
1c5d_B0-A0,True,train,False
1c5d_H0-L0,True,train,False
1cf8_H0-L0,True,train,False
1hq4_B0-A0,True,train,False
1hq4_D0-C0,True,train,False
1fpt_H0-L0,True,train,False
1iai_H0-L0,True,train,False
1ibg_H0-L0,True,train,False
1rzi_B0-A0,True,train,False
1rzi_D0-C0,True,train,False
1rzi_F0-E0,True,train,False
1rzi_H0-G0,True,train,False
1rzi_J0-I0,True,train,False
1rzi_L0-K0,True,train,False
1rzi_N0-M0,True,train,False
1rzi_P0-O0,True,train,False
1sbs_H0-L0,True,train,False
1seq_H0-L0,True,train,False
3eyu_H0-L0,True,train,False
2ipt_H0-L0,True,train,False
2ipu_H0-L0,True,train,False
2ipu_G0-K0,True,train,False
3eys_H0-L0,True,train,False
2r0z_H0-L0,True,train,False
3nn8_D0-E0,True,train,False
3nn8_G0-H0,True,train,False
3nn8_A0-B0,True,train,False
3nn8_C0-F0,True,train,False
4x0k_H0-L0,True,train,False
4x0k_A0-B0,True,train,False
4nkd_A0-B0,True,train,False
4nkd_C0-D0,True,train,False
4nkd_E0-F0,True,train,False
4nkd_G0-H0,True,train,False
3nps_B0-C0,True,train,False
3wd5_H0-L0,True,unassigned,False
6cr1_H0-L0,True,test,False
4nyl_H0-L0,True,unassigned,False
4nyl_A0-B0,True,unassigned,False
4nyl_C0-D0,True,unassigned,False
4nyl_E0-F0,True,unassigned,False
7u62_I0-M0,False,train,False
7u62_H0-L0,False,train,False
1jps_H0-L0,False,test,False
3rvu_D0-C0,True,train,False
3rvt_D0-C0,True,train,False
5vpg_D0-C0,True,train,False
5vph_D0-C0,True,train,False
5vpl_D0-C0,True,train,False
3s34_H0-L0,True,train,False
3s36_H0-L0,True,train,False
3s37_H0-L0,True,train,False
4gaj_H0-L0,True,train,False
4gay_H0-L0,True,train,False
4gay_A0-B0,True,train,False
6sxi_H0-L0,True,train,False
4g6a_C0-D0,True,train,False
4g6a_H0-L0,True,train,False
4hs6_B0-A0,True,train,False
4hs6_H0-L0,True,train,False
4gag_H0-L0,True,train,False
4lsp_H0-L0,True,train,False
4lsq_H0-L0,True,train,False
4lsr_H0-L0,True,train,False
6nnj_U0-V0,True,train,False
5i1g_H0-L0,True,train,False
5i1i_H0-L0,True,train,False
5i1j_H0-L0,True,train,False
5i1k_H0-L0,True,train,False
5jhl_H0-L0,True,train,False
7yix_D0-D1,False,train,False
7yix_C0-C1,False,train,False
7yk4_H0-L0,False,train,False
7yk4_I0-M0,False,train,False
6ogx_C0-D0,True,train,False
6okn_A0-B0,True,train,False
6okn_C0-D0,True,train,False
7ykj_A0-D0,False,train,False
8cim_D0-E0,False,train,False
8cim_F0-G0,False,train,False
8cim_H0-L0,False,train,False
8ct6_J0-K0,False,train,False
8ct6_H0-L0,False,train,False
8cw9_C0-D0,False,train,False
8cw9_H0-L0,False,train,False
8cw9_I0-K0,False,train,False
8cwi_H0-L0,False,train,False
8cwk_H0-L0,False,train,False
8dxu_H0-L0,False,train,False
8cwj_H0-L0,False,train,False
8cwj_A0-B0,False,train,False
6zh9_HHH0-LLL0,True,train,False
6zlr_HHH0-LLL0,False,train,False
6zlr_BBB0-CCC0,False,train,False
6zlr_FFF0-GGG0,False,train,False
6yla_H0-L0,True,train,False
6yla_B0-C0,True,train,False
6yor_H0-L0,True,train,False
6yor_B0-C0,True,train,False
6yz7_BBB0-CCC0,False,train,False
6yz7_HHH0-LLL0,False,train,False
6z2m_B0-C0,True,train,False
6z2m_H0-L0,True,train,False
7qez_E0-F0,False,train,False
7jn5_H0-L0,True,train,False
6w7y_H0-L0,True,train,False
6w7y_A0-B0,True,train,False
7r8l_C0-D0,True,train,False
6w41_H0-L0,False,train,False
7lop_W0-V0,False,train,False
7lop_B0-C0,False,train,False
7m6d_A0-B0,True,train,False
6xc3_H0-L0,True,train,False
6xc7_H0-L0,True,train,False
8cwj_U0-V0,False,train,False
8cwj_J0-K0,False,train,False
5sy8_H0-L0,True,train,False
5t29_H0-L0,True,train,False
5t5b_H0-L0,True,train,False
5t5b_A0-B0,True,train,False
5t6l_H0-L0,True,train,False
5t6l_A0-B0,True,train,False
5t80_H0-L0,True,train,False
5t85_H0-L0,True,train,False
7mf7_H0-L0,True,train,False
7mf7_A0-B0,True,train,False
7mf7_C0-D0,True,train,False
7mf7_E0-F0,True,train,False
5iq9_A0-B0,True,train,False
5iq9_H0-L0,True,train,False
5iq7_H0-L0,True,train,False
7mfa_H0-L0,True,train,False
7mfa_C0-D0,True,train,False
7mfa_G0-I0,True,train,False
7mfa_M0-N0,True,train,False
7mfa_Q0-R0,True,train,False
7mfa_U0-V0,True,train,False
7mfb_H0-L0,True,valid,False
5ghw_H0-L0,True,train,False
5jny_C0-D0,True,train,False
5jny_A0-B0,True,train,False
5tfw_H0-L0,True,train,False
6x58_A0-B0,True,train,False
6x58_C0-D0,True,train,False
7mf8_H0-L0,True,train,False
4g6f_H0-L0,True,train,False
4g6f_B0-D0,True,train,False
5wdf_H0-L0,True,train,False
5wdf_A0-B0,True,train,False
5szf_H0-L0,True,train,False
5t0y_H0-L0,True,train,False
5t0y_A0-B0,True,train,False
5t0y_I0-G0,True,train,False
5t1d_H0-L0,True,train,False
5t33_H0-L0,True,train,False
5t4z_H0-L0,True,train,False
5t4z_A0-B0,True,train,False
